Approved Symbol	Approved Name	Previous Symbols	Previous Name	Synonyms	Chromosome	Gene Family ID
ACTL9	actin like 9			MGC33407	19p13.2	1436
ACTL10	actin like 10	C20orf134	chromosome 20 open reading frame 134		20q11.22	1436
ACTN1	actinin alpha 1				14q24.1	1112
ACTN2	actinin alpha 2				1q43	1112
ACTN3	actinin alpha 3 (gene/pseudogene)		actinin, alpha 3		11q13.2	1112
ACTN4	actinin alpha 4	FSGS1	focal segmental glomerulosclerosis 1		19q13.2	1112
ACTR1A	ARP1 actin related protein 1 homolog A		"ARP1 (actin-related protein 1, yeast) homolog A (centractin alpha), ""ARP1 actin-related protein 1 homolog A, centractin alpha"""	ARP1, Arp1A	10q24.32	1436
ACTR1B	ARP1 actin related protein 1 homolog B	CTRN2	"ARP1 (actin-related protein 1, yeast) homolog B (centractin beta), ""ARP1 actin-related protein 1 homolog B, centractin beta"""	Arp1B	2q11.2	1436
ACTR2	ARP2 actin related protein 2 homolog		"ARP2 (actin-related protein 2, yeast) homolog, ""ARP2 actin-related protein 2 homolog (yeast)"""	ARP2	2p14	39|1436
ACTR3	ARP3 actin related protein 3 homolog		"ARP3 (actin-related protein 3, yeast) homolog, ""ARP3 actin-related protein 3 homolog (yeast)"""	ARP3	2q14.1	39|1436
ACTR3B	ARP3 actin related protein 3 homolog B		ARP3 actin-related protein 3 homolog B (yeast)	ARP11, ARP3beta	7q36.1-q36.2	1436
ACTR3C	ARP3 actin related protein 3 homolog C		ARP3 actin-related protein 3 homolog C (yeast)	ARP11	7q36.1	1436
ACTR5	ARP5 actin related protein 5 homolog		"ARP5 (actin-related protein 5, yeast) homolog, ""ARP5 actin-related protein 5 homolog (yeast)"""	FLJ12785, Arp5, INO80M	20q11.23	1436|595
ACTR6	ARP6 actin related protein 6 homolog		ARP6 actin-related protein 6 homolog (yeast)	ARP6, FLJ13433	12q23.1	1436|1329
ACTR8	ARP8 actin related protein 8 homolog		ARP8 (actin-related protein 8, yeast) homolog	INO80N	3p21.1	1436|595
ACTR10	actin related protein 10 homolog		actin-related protein 10 homolog (S. cerevisiae)	HARP11, ACTR11, Arp11, Arp10	14q23.1	1436
ACTRT1	actin related protein T1			AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	1436
ACTRT2	actin related protein T2			Arp-T2, ARPM2, FLJ25424	1p36.32	1436
ACTRT3	actin related protein T3			ARPM1	3q26.2	1436
ACVR1	activin A receptor type 1	ACVRLK2	activin A receptor, type I	SKR1, ALK2, ACVR1A	2q24.1	345
ACVR1B	activin A receptor type 1B	ACVRLK4	activin A receptor, type IB	ALK4, SKR2, ActRIB	12q13.13	345
ACVR1C	activin A receptor type 1C		activin A receptor, type IC	ALK7, ACVRLK7	2q24.1	345
ACVR2A	activin A receptor type 2A	ACVR2	"activin A receptor, type II, ""activin A receptor, type IIA"""	ACTRII	2q22.3-q23.1	346
ACVR2B	activin A receptor type 2B		activin A receptor, type IIB	ActR-IIB	3p22.2	346
ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	"activin A receptor type II-like 1, ""activin A receptor type IL"""	HHT2, ALK1, HHT	12q13.13	345
ACY1	aminoacylase 1				3p21.2	
ACY3	aminoacylase 3		aspartoacylase (aminoacylase) 3	HCBP1, MGC9740, ACY-3	11q13.2	
ACYP1	acylphosphatase 1		acylphosphatase 1, erythrocyte (common) type		14q24.3	
ACYP2	acylphosphatase 2		acylphosphatase 2, muscle type		2p16.2	
ADA	adenosine deaminase				20q13.12	1302
ADA2	adenosine deaminase 2	IDGFL, CECR1	cat eye syndrome chromosome region, candidate 1	ADGF	22q11.1	1302
ADAD1	adenosine deaminase domain containing 1		adenosine deaminase domain containing 1 (testis-specific)	Tenr	4q27	1303
ADAD2	adenosine deaminase domain containing 2			TENRL, FLJ00337	16q24.1	1303
ADAL	adenosine deaminase like				15q15.3	1302
ADAM2	ADAM metallopeptidase domain 2	FTNB	fertilin beta	PH-30b, PH30, CT15	8p11.22	47
ADAM7	ADAM metallopeptidase domain 7		a disintegrin and metalloproteinase domain 7	GP-83, EAPI	8p21.2	47
ADAM8	ADAM metallopeptidase domain 8		a disintegrin and metalloproteinase domain 8	CD156, MS2, CD156a	10q26.3	47|471
ADAM9	ADAM metallopeptidase domain 9	CORD9	"a disintegrin and metalloproteinase domain 9 (meltrin gamma), ""cone rod dystrophy 9"""	MDC9, KIAA0021, MCMP, Mltng	8p11.22	47
ADAM10	ADAM metallopeptidase domain 10		a disintegrin and metalloproteinase domain 10	kuz, MADM, HsT18717, CD156c	15q21.3	47|471
ADAM11	ADAM metallopeptidase domain 11	MDC	a disintegrin and metalloproteinase domain 11		17q21.31	47
ADAM12	ADAM metallopeptidase domain 12		a disintegrin and metalloproteinase domain 12 (meltrin alpha)	MCMPMltna, MLTN	10q26.2	47
ADAM15	ADAM metallopeptidase domain 15		a disintegrin and metalloproteinase domain 15 (metargidin)	MDC15	1q21.3	47
ADAM17	ADAM metallopeptidase domain 17	TACE	tumor necrosis factor, alpha, converting enzyme	cSVP, CD156B	2p25.1	47|471
ADAM18	ADAM metallopeptidase domain 18		a disintegrin and metalloproteinase domain 18	tMDCIII, ADAM27	8p11.22	47
ADAM19	ADAM metallopeptidase domain 19		a disintegrin and metalloproteinase domain 19 (meltrin beta)	MLTNB	5q33.3	47
ADAM20	ADAM metallopeptidase domain 20		a disintegrin and metalloproteinase domain 20		14q24.2	47
ADAM21	ADAM metallopeptidase domain 21		a disintegrin and metalloproteinase domain 21	ADAM31	14q24.2	47
ADAM22	ADAM metallopeptidase domain 22		a disintegrin and metalloproteinase domain 22	MDC2	7q21.12	47
ADAM23	ADAM metallopeptidase domain 23		a disintegrin and metalloproteinase domain 23	MDC3	2q33.3	47
ADAM28	ADAM metallopeptidase domain 28		a disintegrin and metalloproteinase domain 28	eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	47
ADAM29	ADAM metallopeptidase domain 29		a disintegrin and metalloproteinase domain 29	svph1, CT73	4q34.1	47
ADAM30	ADAM metallopeptidase domain 30		a disintegrin and metalloproteinase domain 30	svph4	1p12	47
ADAM32	ADAM metallopeptidase domain 32		a disintegrin and metalloproteinase domain 32		8p11.22	47
ADAM33	ADAM metallopeptidase domain 33	C20orf153	"a disintegrin and metalloproteinase domain 33, ""chromosome 20 open reading frame 153"""	DKFZp434K0521, dJ964F7.1	20p13	47
ADAMDEC1	ADAM like decysin 1			M12.219	8p21.2	
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1	C3-C5, METH1, KIAA1346	21q21.3	50
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2	ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	50
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3	KIAA0366, ADAMTS-4	4q13.3	50
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 4	KIAA0688, ADAMTS-2, ADMP-1	1q23.3	50
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	ADMP-2, ADAMTS11	21q21.3	50
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 6	ADAM-TS6	5q12.3	50
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 7	ADAM-TS7, DKFZp434H204	15q25.1	50
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 8	METH2, FLJ41712, ADAM-TS8	11q24.3	50
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9	KIAA1312	3p14.1	50
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10	ADAM-TS10	19p13.2	50
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 12		5p13.3-p13.2	50
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	50
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 14		10q22.1	50
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15		11q24.3	50
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 16	ADAMTS16s	5p15.32	50
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 17	FLJ32769, FLJ16363	15q26.3	50
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18		16q23.1	50
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19		5q23.3	50
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20	GON-1	12q12	50
ADAMTSL1	ADAMTS like 1	C9orf94	chromosome 9 open reading frame 94	ADAMTSR1, FLJ35283	9p22.2-p22.1	593|947
ADAMTSL2	ADAMTS like 2			KIAA0605	9q34.2	947
ADAMTSL3	ADAMTS like 3			KIAA1233, punctin-2	15q25.2	593|594|947
ADAMTSL4	ADAMTS like 4	TSRC1	thrombospondin repeat containing 1	DKFZP434K1772	1q21.2	947
ADAMTSL5	ADAMTS like 5	THSD6	thrombospondin, type I, domain containing 6		19p13.3	947
ADAP1	ArfGAP with dual PH domains 1	CENTA1	centaurin, alpha 1	GCS1L	7p22.3	682|395
ADAP2	ArfGAP with dual PH domains 2	CENTA2	centaurin, alpha 2		17q11.2	682|395
ADAR	adenosine deaminase, RNA specific	IFI4, G1P1	interferon-induced protein 4	ADAR1	1q21.3	1303
ADARB1	adenosine deaminase, RNA specific B1		adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)	ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	1303
ADARB2	adenosine deaminase, RNA specific B2 (inactive)		"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat), ""adenosine deaminase, RNA-specific, B2"", ""adenosine deaminase, RNA-specific, B2 (non-functional)"""	RED2, hRED2, ADAR3	10p15.3	1303
ADAT1	adenosine deaminase, tRNA specific 1				16q23.1	1303
ADAT2	adenosine deaminase, tRNA specific 2	DEADC1	"deaminase domain containing 1, ""adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)"""	dJ20N2.1, TAD2	6q24.2	1303
ADAT3	adenosine deaminase, tRNA specific 3		adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)	TAD3	19p13.3	1303
ADCK1	aarF domain containing kinase 1			FLJ39600	14q24.3	
ADCK2	aarF domain containing kinase 2			MGC20727	7q34	
ADCK5	aarF domain containing kinase 5			FLJ35454	8q24.3	
ADCY1	adenylate cyclase 1	DFNB44	"adenylate cyclase 1 (brain), ""deafness, autosomal recessive 44"""	AC1	7p12.3	53|1152
ADCY2	adenylate cyclase 2		adenylate cyclase 2 (brain)	HBAC2, KIAA1060, AC2	5p15.31	53
ADCY3	adenylate cyclase 3			AC3	2p23.3	53
ADCY4	adenylate cyclase 4			AC4	14q12	53
ADCY5	adenylate cyclase 5			AC5	3q21.1	53
ADCY6	adenylate cyclase 6			AC6	12q13.12	53
ADCY7	adenylate cyclase 7			KIAA0037, AC7	16q12.1	53
ADCY8	adenylate cyclase 8	ADCY3	adenylate cyclase 8 (brain)	HBAC1, AC8	8q24.22	53
ADCY9	adenylate cyclase 9			AC9	16p13.3	53
ADCY10	adenylate cyclase 10, soluble			SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24.2	53
ADCYAP1	adenylate cyclase activating polypeptide 1		adenylate cyclase activating polypeptide 1 (pituitary)	PACAP	18p11.32	542
ADCYAP1R1	ADCYAP receptor type I		adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	PAC1, PACAPR, PAC1R	7p14.3	264
ADD1	adducin 1		adducin 1 (alpha)		4p16.3	
ADD2	adducin 2		adducin 2 (beta)	ADDB	2p13.3	
ADD3	adducin 3	ADDL	adducin 3 (gamma)		10q25.1-q25.2	
ADGB	androglobin	C6orf103	chromosome 6 open reading frame 103	FLJ23121, dJ408K24.1, CAPN16	6q24.3	975
ADGRA1	adhesion G protein-coupled receptor A1	GPR123	G protein-coupled receptor 123	KIAA1828	10q26.3	911
ADGRA2	adhesion G protein-coupled receptor A2	GPR124	G protein-coupled receptor 124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	8p11.23	594|911
ADGRA3	adhesion G protein-coupled receptor A3	GPR125	G protein-coupled receptor 125	FLJ38547, PGR21	4p15.2	593|911
ADGRB1	adhesion G protein-coupled receptor B1	BAI1	brain-specific angiogenesis inhibitor 1		8q24.3	912
ADGRB2	adhesion G protein-coupled receptor B2	BAI2	brain-specific angiogenesis inhibitor 2		1p35.2	912
ADGRB3	adhesion G protein-coupled receptor B3	BAI3	brain-specific angiogenesis inhibitor 3	KIAA0550	6q12-q13	912
ADGRD1	adhesion G protein-coupled receptor D1	GPR133	G protein-coupled receptor 133	DKFZp434B1272, PGR25	12q24.33	914
ADGRD2	adhesion G protein-coupled receptor D2	GPR144	G protein-coupled receptor 144	PGR24	9q33.3	914
ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3, EMR1	"egf-like module containing, mucin-like, hormone receptor-like sequence 1, ""egf-like module containing, mucin-like, hormone receptor-like 1"""		19p13.3-p13.2	915
ADGRE2	adhesion G protein-coupled receptor E2	EMR2	"egf-like module containing, mucin-like, hormone receptor-like sequence 2, ""egf-like module containing, mucin-like, hormone receptor-like 2"""	CD312	19p13.12	471|915
ADGRE3	adhesion G protein-coupled receptor E3	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3		19p13.12	915
ADGRE5	adhesion G protein-coupled receptor E5	CD97	"CD97 antigen, ""CD97 molecule"""	TM7LN1	19p13.12	471|915
ADGRF1	adhesion G protein-coupled receptor F1	GPR110	G protein-coupled receptor 110	hGPCR36, PGR19	6p12.3	916
ADGRF2	adhesion G protein-coupled receptor F2	GPR111	G protein-coupled receptor 111	hGPCR35, PGR20	6p12.3	916
ADGRF3	adhesion G protein-coupled receptor F3	GPR113	G protein-coupled receptor 113	hGPCR37, PGR23	2p23.3	916
ADGRF4	adhesion G protein-coupled receptor F4	GPR115	G protein-coupled receptor 115	FLJ38076, PGR18	6p12.3	916
ADGRF5	adhesion G protein-coupled receptor F5	GPR116	G protein-coupled receptor 116	DKFZp564O1923, KIAA0758	6p12.3	593|594|916
ADGRG1	adhesion G protein-coupled receptor G1	GPR56	G protein-coupled receptor 56	TM7LN4, TM7XN1	16q21	917
ADGRG2	adhesion G protein-coupled receptor G2	GPR64	G protein-coupled receptor 64	HE6, TM7LN2, EDDM6	Xp22.13	917
ADGRG3	adhesion G protein-coupled receptor G3	GPR97	G protein-coupled receptor 97	Pb99, PGR26	16q21	917
ADGRG4	adhesion G protein-coupled receptor G4	GPR112	G protein-coupled receptor 112	RP1-299I16, PGR17	Xq26.3	917
ADGRG5	adhesion G protein-coupled receptor G5	GPR114	G protein-coupled receptor 114	PGR27	16q21	917
ADGRG6	adhesion G protein-coupled receptor G6	GPR126	G protein-coupled receptor 126	FLJ14937	6q24.2	917
ADGRG7	adhesion G protein-coupled receptor G7	GPR128	G protein-coupled receptor 128	FLJ14454	3q12.2	917
ADGRL1	adhesion G protein-coupled receptor L1	LPHN1	latrophilin 1	KIAA0821, CIRL1, LEC2	19p13.12	918
ADGRL2	adhesion G protein-coupled receptor L2	LPHH1, LPHN2	"latrophilin 1, ""latrophilin 2"""	KIAA0786, LEC1	1p31.1	918
ADGRL3	adhesion G protein-coupled receptor L3	LPHN3	latrophilin 3	KIAA0768, LEC3	4q13.1	918
ADGRL4	adhesion G protein-coupled receptor L4	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	ETL	1p31.1	918
ADGRV1	adhesion G protein-coupled receptor V1	USH2C, MASS1, GPR98	"monogenic, audiogenic seizure susceptibility 1 homolog (mouse), ""G protein-coupled receptor 98"""	DKFZp761P0710, KIAA0686, FEB4, VLGR1	5q14.3	1244|919
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1			4q23	397
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2			4q23	397
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3			4q23	397
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide			ADH-2	4q23	397
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	formaldehyde dehydrogenase	ADH-3, ADHX, GSNOR	4q23	397
ADH6	alcohol dehydrogenase 6 (class V)			ADH-5	4q23	397
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide			ADH-4	4q23	397
ADHFE1	alcohol dehydrogenase, iron containing 1			ADHFe1, FLJ32430	8q13.1	397
ADI1	acireductone dioxygenase 1			SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.3	
ADIG	adipogenin		adipogenesis associated	MGC39724, SMAF1, RP5-1100H13.2	20q11.23	
ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	adipocyte, C1Q and collagen domain containing	ACRP30, AdipoQ, apM1, GBP28, adiponectin	3q27.3	542|1372
ADIPOR1	adiponectin receptor 1			PAQR1, ACDCR1	1q32.1	293|930
ADIPOR2	adiponectin receptor 2			PAQR2, ACDCR2	12p13.33	293|930
ADIRF	adipogenesis regulatory factor	C10orf116	chromosome 10 open reading frame 116	APM2, AFRO	10q23.2	
ADK	adenosine kinase			AK	10q22.2	
ADM	adrenomedullin			AM	11p15.4	542
ADM2	adrenomedullin 2			AM2, FLJ21135	22q13.33	542
ADM5	adrenomedullin 5 (putative)	C19orf76	"chromosome 19 open reading frame 76, ""adrenomedullin 5 homolog (pig)"""	AM5	19q13.33	
ADNP	activity dependent neuroprotector homeobox		activity-dependent neuroprotector	KIAA0784, ADNP1	20q13.13	529
ADNP2	ADNP homeobox 2	ZNF508	zinc finger protein 508	KIAA0863	18q23	529|28
ADO	2-aminoethanethiol dioxygenase	C10orf22	"chromosome 10 open reading frame 22, ""2-aminoethanethiol (cysteamine) dioxygenase"""	FLJ14547	10q21.3	
ADORA1	adenosine A1 receptor			RDC7	1q32.1	211
ADORA2A	adenosine A2a receptor	ADORA2		RDC8	22q11.23	211
ADORA2B	adenosine A2b receptor				17p12	211
ADORA3	adenosine A3 receptor			AD026	1p13.2	211|590
ADPGK	ADP dependent glucokinase			DKFZp434B195, ADP-GK	15q24.1	
ADPRH	ADP-ribosylarginine hydrolase			ARH1	3q13.33	
ADPRHL1	ADP-ribosylhydrolase like 1			ARH2	13q34	
ADPRHL2	ADP-ribosylhydrolase like 2			ARH3, FLJ20446	1p34.3	
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	C17orf48	"chromosome 17 open reading frame 48, ""ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent"""	MDS006	17p13.1	1073
ADRA1A	adrenoceptor alpha 1A	ADRA1C	adrenergic, alpha-1A-, receptor	ADRA1L1	8p21.2	169
ADRA1B	adrenoceptor alpha 1B		adrenergic, alpha-1B-, receptor		5q33.3	169
ADRA1D	adrenoceptor alpha 1D		adrenergic, alpha-1D-, receptor	ADRA1R, ADRA1A, ADRA1	20p13	169
ADRA2A	adrenoceptor alpha 2A	ADRA2, ADRA2R	adrenergic, alpha-2A-, receptor	ADRAR	10q25.2	169
ADRA2B	adrenoceptor alpha 2B	ADRA2L1, ADRA2RL1	adrenergic, alpha-2B-, receptor	ADRARL1	2q11.2	169
ADRA2C	adrenoceptor alpha 2C	ADRA2L2, ADRA2RL2	adrenergic, alpha-2C-, receptor	ADRARL2	4p16.3	169
ADRB1	adrenoceptor beta 1	ADRB1R	adrenergic, beta-1-, receptor		10q25.3	169
ADRB2	adrenoceptor beta 2	ADRB2R	"adrenergic, beta-2-, receptor, surface, ""adrenoceptor beta 2, surface"""	ADRBR, BAR, B2AR	5q32	169
ADRB3	adrenoceptor beta 3		adrenergic, beta-3-, receptor		8p11.23	169
ADRM1	adhesion regulating molecule 1			GP110, Rpn13, ARM1	20q13.33	
ADSL	adenylosuccinate lyase				22q13.1	
ADSS	adenylosuccinate synthase				1q44	
ADSSL1	adenylosuccinate synthase like 1			FLJ38602	14q32.33	
ADTRP	androgen dependent TFPI regulating protein	C6orf105	"chromosome 6 open reading frame 105, ""androgen-dependent TFPI-regulating protein"""	dJ413H6.1, AIG1L	6p24.1	
AEBP1	AE binding protein 1		AE-binding protein 1	ACLP	7p13	1321
AEBP2	AE binding protein 2			MGC17922	12p12.3	
AEN	apoptosis enhancing nuclease	ISG20L1	interferon stimulated exonuclease gene 20kDa-like 1	FLJ12484, FLJ12562	15q26.1	544
AES	amino-terminal enhancer of split			GRG5, TLE5	19p13.3	
AFAP1	actin filament associated protein 1			AFAP-110, AFAP	4p16.1	682
AFAP1L1	actin filament associated protein 1 like 1		actin filament associated protein 1-like 1	FLJ36748	5q32	682
AFAP1L2	actin filament associated protein 1 like 2	KIAA1914	"KIAA1914, ""actin filament associated protein 1-like 2"""	FLJ14564, Em:AC005383.4, XB130	10q25.3	682
AFDN	afadin, adherens junction formation factor	MLLT4	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 4	AF-6, AF6	6q27	1220
